account_id,cluster,segment,umap_x,umap_y
ACCT-01267,-1,Unassigned,7.91629,7.3613772
ACCT-01268,-1,Unassigned,6.533925,5.240998
ACCT-01269,-1,Unassigned,9.185264,9.789943
ACCT-01270,2,Low-Engagement,10.535944,-5.646319
ACCT-01271,1,At-Risk Accounts,-5.071969,4.2588754
ACCT-01272,-1,Unassigned,9.56406,8.830188
ACCT-01273,-1,Unassigned,9.907832,9.597483
ACCT-01274,-1,Unassigned,6.087035,10.870108
ACCT-01275,-1,Unassigned,9.133778,9.492559
ACCT-01276,-1,Unassigned,7.9388156,8.735469
ACCT-01277,-1,Unassigned,7.861426,11.229294
ACCT-01278,2,Low-Engagement,14.274345,-5.1041327
ACCT-01279,1,At-Risk Accounts,-0.8586464,-1.2585305
ACCT-01280,-1,Unassigned,9.81445,9.864078
ACCT-01281,1,At-Risk Accounts,-3.2615893,2.3850496
ACCT-01282,1,At-Risk Accounts,-5.561001,3.6074078
ACCT-01283,-1,Unassigned,12.118056,7.2611017
ACCT-01284,2,Low-Engagement,13.788244,-0.9429427
ACCT-01285,-1,Unassigned,8.534311,5.784529
ACCT-01286,1,At-Risk Accounts,-2.553238,1.9118693
ACCT-01287,1,At-Risk Accounts,-3.695817,3.683216
ACCT-01288,1,At-Risk Accounts,-6.310552,1.9374567
ACCT-01289,-1,Unassigned,5.693859,7.086116
ACCT-01290,1,At-Risk Accounts,-3.3150406,3.3638291
ACCT-01291,-1,Unassigned,10.427024,6.3927836
ACCT-01292,-1,Unassigned,7.3126225,7.167299
ACCT-01293,1,At-Risk Accounts,-5.497746,-1.1665653
ACCT-01294,-1,Unassigned,9.301609,9.219309
ACCT-01295,-1,Unassigned,10.801431,8.805451
ACCT-01296,0,At-Risk Accounts,6.3038435,19.552914
ACCT-01297,-1,Unassigned,5.463618,10.246439
ACCT-01298,-1,Unassigned,8.059467,5.2074337
ACCT-01299,-1,Unassigned,5.6962376,6.9675064
ACCT-01300,-1,Unassigned,7.588613,11.220155
ACCT-01301,1,At-Risk Accounts,-4.0252705,0.548474
ACCT-01302,-1,Unassigned,11.865341,7.795034
ACCT-01303,1,At-Risk Accounts,-4.765879,-0.11366328
ACCT-01304,-1,Unassigned,7.1122365,4.089793
ACCT-01305,-1,Unassigned,7.809857,8.115451
ACCT-01306,-1,Unassigned,6.9193096,7.460472
ACCT-01307,2,Low-Engagement,12.949846,-4.6013527
ACCT-01308,-1,Unassigned,4.564797,12.873119
ACCT-01309,2,Low-Engagement,10.13156,-3.5157807
ACCT-01310,-1,Unassigned,5.469281,5.0594983
ACCT-01311,2,Low-Engagement,16.51093,-5.160286
ACCT-01312,-1,Unassigned,6.295159,5.327931
ACCT-01313,-1,Unassigned,5.3928714,11.951095
ACCT-01314,-1,Unassigned,3.790812,12.799938
ACCT-01315,-1,Unassigned,7.436709,6.333408
ACCT-01316,-1,Unassigned,5.8007665,4.4893184
ACCT-01317,-1,Unassigned,5.309803,16.921583
ACCT-01318,2,Low-Engagement,11.402817,-4.271968
ACCT-01319,-1,Unassigned,9.841856,7.633857
ACCT-01320,-1,Unassigned,8.826603,8.963266
ACCT-01321,-1,Unassigned,8.93556,9.581758
ACCT-01322,-1,Unassigned,8.6768055,17.380232
ACCT-01323,-1,Unassigned,8.162959,6.6677876
ACCT-01324,-1,Unassigned,5.498753,6.2280297
ACCT-01325,2,Low-Engagement,15.556551,-1.2482289
ACCT-01326,-1,Unassigned,9.810348,10.090269
ACCT-01327,-1,Unassigned,10.797538,9.396756
ACCT-01328,-1,Unassigned,10.496392,8.7546835
ACCT-01329,-1,Unassigned,5.6575074,10.878359
ACCT-01330,-1,Unassigned,9.517874,6.5183277
ACCT-01331,1,At-Risk Accounts,-2.7943864,0.81619847
ACCT-01332,1,At-Risk Accounts,-1.9497895,-0.24362215
ACCT-01333,-1,Unassigned,11.030029,7.3924665
ACCT-01334,-1,Unassigned,8.933807,6.041573
ACCT-01335,-1,Unassigned,7.5542717,5.625901
ACCT-01336,-1,Unassigned,8.667589,11.177139
ACCT-01337,-1,Unassigned,7.321925,6.4601955
ACCT-01338,2,Low-Engagement,13.594581,-2.4551477
ACCT-01339,-1,Unassigned,7.0900187,6.964628
ACCT-01340,0,At-Risk Accounts,5.867778,21.124426
ACCT-01341,2,Low-Engagement,10.416861,-2.8273585
ACCT-01342,-1,Unassigned,9.452771,9.049509
ACCT-01343,-1,Unassigned,10.985695,8.813937
ACCT-01344,-1,Unassigned,7.7068233,3.8379312
ACCT-01345,2,Low-Engagement,10.246653,-3.2826648
ACCT-01346,-1,Unassigned,9.632474,8.524279
ACCT-01347,-1,Unassigned,6.7121506,6.2802944
ACCT-01348,-1,Unassigned,5.8434434,7.331695
ACCT-01349,-1,Unassigned,6.7212043,10.747264
ACCT-01350,-1,Unassigned,10.272516,5.9159436
ACCT-01351,-1,Unassigned,10.078073,7.8832617
ACCT-01352,-1,Unassigned,10.736405,8.792492
ACCT-01353,-1,Unassigned,5.534678,7.3924093
ACCT-01354,2,Low-Engagement,14.980963,-7.2714424
ACCT-01355,-1,Unassigned,5.583214,11.82126
ACCT-01356,-1,Unassigned,7.042595,6.886435
ACCT-01357,-1,Unassigned,7.1860385,6.799907
ACCT-01358,2,Low-Engagement,13.696405,-6.8333926
ACCT-01359,0,At-Risk Accounts,6.5988007,21.609648
ACCT-01360,2,Low-Engagement,12.407651,-6.331167
ACCT-01361,-1,Unassigned,5.722184,6.3525333
ACCT-01362,-1,Unassigned,3.5924275,7.9198103
ACCT-01363,-1,Unassigned,8.271899,15.916339
ACCT-01364,-1,Unassigned,9.608632,8.40448
ACCT-01365,-1,Unassigned,9.847318,9.265146
ACCT-01366,0,At-Risk Accounts,5.8639746,19.657362
ACCT-01367,-1,Unassigned,7.9367504,11.396973
ACCT-01368,-1,Unassigned,7.239835,12.235295
ACCT-01369,1,At-Risk Accounts,-2.6769836,1.3973453
ACCT-01370,-1,Unassigned,8.23763,11.436664
ACCT-01371,-1,Unassigned,11.918003,7.597864
ACCT-01372,1,At-Risk Accounts,-2.3970957,2.419216
ACCT-01373,-1,Unassigned,10.6013365,6.823122
ACCT-01374,2,Low-Engagement,10.217951,-3.3257794
ACCT-01375,-1,Unassigned,8.358574,11.317598
ACCT-01376,2,Low-Engagement,13.881111,-3.4594579
ACCT-01377,-1,Unassigned,12.212589,7.230611
ACCT-01378,2,Low-Engagement,15.143476,-0.7042262
ACCT-01379,1,At-Risk Accounts,-2.3438284,0.45431772
ACCT-01380,1,At-Risk Accounts,-2.544178,-1.8158741
ACCT-01381,-1,Unassigned,4.154499,12.861144
ACCT-01382,-1,Unassigned,10.068685,8.370088
ACCT-01383,2,Low-Engagement,10.347492,-3.1201553
ACCT-01384,2,Low-Engagement,11.573126,-4.789292
ACCT-01385,-1,Unassigned,11.196488,10.115545
ACCT-01386,-1,Unassigned,8.845856,9.006953
ACCT-01387,-1,Unassigned,5.4232807,6.2453623
ACCT-01388,2,Low-Engagement,12.518675,-4.7647386
ACCT-01389,-1,Unassigned,5.73577,9.845208
ACCT-01390,2,Low-Engagement,10.037297,-4.7546577
ACCT-01391,-1,Unassigned,9.376867,5.5323935
ACCT-01392,0,At-Risk Accounts,3.9989054,17.8736
ACCT-01393,-1,Unassigned,5.2691107,16.971867
ACCT-01394,-1,Unassigned,7.638902,5.5007763
ACCT-01395,0,At-Risk Accounts,4.1406093,18.3413
ACCT-01396,-1,Unassigned,7.223584,7.087195
ACCT-01397,-1,Unassigned,11.56175,8.307644
ACCT-01398,-1,Unassigned,8.72543,8.940531
ACCT-01399,-1,Unassigned,8.017408,8.449922
ACCT-01400,1,At-Risk Accounts,-5.645577,-0.3435924
ACCT-01401,-1,Unassigned,5.4453235,16.818201
ACCT-01402,-1,Unassigned,10.825852,7.773965
ACCT-01403,-1,Unassigned,10.059429,9.674548
ACCT-01404,-1,Unassigned,5.8498154,9.770371
ACCT-01405,-1,Unassigned,7.4545856,8.109564
ACCT-01406,2,Low-Engagement,13.058252,-5.033803
ACCT-01407,-1,Unassigned,5.291474,10.681406
ACCT-01408,2,Low-Engagement,16.603855,-3.8481765
ACCT-01409,-1,Unassigned,6.7098045,4.4864044
ACCT-01410,-1,Unassigned,9.049741,4.990124
ACCT-01411,-1,Unassigned,6.8981767,4.6724224
ACCT-01412,2,Low-Engagement,10.040899,-4.861364
ACCT-01413,-1,Unassigned,6.9241533,4.5227537
ACCT-01414,-1,Unassigned,4.612484,9.321873
ACCT-01415,2,Low-Engagement,11.906702,-7.3958645
ACCT-01416,-1,Unassigned,10.788521,9.477067
ACCT-01417,-1,Unassigned,5.1817946,8.758197
ACCT-01418,2,Low-Engagement,13.731236,-2.9899995
ACCT-01419,2,Low-Engagement,14.26488,-0.44070697
ACCT-01420,-1,Unassigned,10.245873,5.8801875
ACCT-01421,1,At-Risk Accounts,-3.733187,3.5388825
ACCT-01422,1,At-Risk Accounts,-5.187231,4.011218
ACCT-01423,-1,Unassigned,9.333143,10.036818
ACCT-01424,1,At-Risk Accounts,-4.463992,3.3171432
ACCT-01425,-1,Unassigned,6.634347,5.6938405
ACCT-01426,0,At-Risk Accounts,6.848259,18.647856
ACCT-01427,-1,Unassigned,3.9585152,12.742353
ACCT-01428,-1,Unassigned,8.468107,5.925168
ACCT-01429,1,At-Risk Accounts,-3.6885052,-1.7364501
ACCT-01430,-1,Unassigned,10.590255,6.45029
ACCT-01431,-1,Unassigned,9.784583,7.507267
ACCT-01432,-1,Unassigned,5.362668,16.88531
ACCT-01433,0,At-Risk Accounts,7.064514,21.38124
ACCT-01434,0,At-Risk Accounts,6.6413484,18.953423
ACCT-01435,2,Low-Engagement,12.609626,-2.3487267
ACCT-01436,-1,Unassigned,6.3834305,9.927807
ACCT-01437,1,At-Risk Accounts,-3.5568223,0.8824954
ACCT-01438,2,Low-Engagement,14.377607,-3.6067638
ACCT-01439,-1,Unassigned,9.176,5.223468
ACCT-01440,0,At-Risk Accounts,6.6482596,20.271557
ACCT-01441,-1,Unassigned,3.7274957,12.263095
ACCT-01442,0,At-Risk Accounts,5.3176317,21.738073
ACCT-01443,-1,Unassigned,8.712011,17.422401
ACCT-01444,-1,Unassigned,6.12691,11.123693
ACCT-01445,1,At-Risk Accounts,-3.0001783,3.176464
ACCT-01446,-1,Unassigned,8.6694565,4.342033
ACCT-01447,-1,Unassigned,10.065607,8.53136
ACCT-01448,2,Low-Engagement,10.579811,-6.842468
ACCT-01449,-1,Unassigned,6.3310328,9.299398
ACCT-01450,-1,Unassigned,10.247895,6.1616
ACCT-01451,-1,Unassigned,7.4541254,6.354399
ACCT-01452,2,Low-Engagement,10.070431,-3.7178369
ACCT-01453,2,Low-Engagement,13.837299,-3.3670883
ACCT-01454,1,At-Risk Accounts,-6.0687456,2.7735438
ACCT-01455,-1,Unassigned,4.6228566,9.334916
ACCT-01456,-1,Unassigned,7.8117247,11.069246
ACCT-01457,-1,Unassigned,10.842655,8.9039545
ACCT-01458,-1,Unassigned,10.884401,7.301026
ACCT-01459,1,At-Risk Accounts,-1.8229444,0.02997986
ACCT-01460,2,Low-Engagement,13.432697,-3.0173004
ACCT-01461,-1,Unassigned,5.8886805,5.62155
ACCT-01462,0,At-Risk Accounts,6.852311,19.809973
ACCT-01463,-1,Unassigned,5.1842794,8.282093
ACCT-01464,2,Low-Engagement,14.680755,-4.8845954
ACCT-01465,2,Low-Engagement,15.723824,-1.5416464
ACCT-01466,-1,Unassigned,5.5895567,6.158843
ACCT-01467,0,At-Risk Accounts,6.0758624,18.688847
ACCT-01468,-1,Unassigned,9.777646,7.922563
ACCT-01469,0,At-Risk Accounts,4.6883483,19.44788
ACCT-01470,2,Low-Engagement,13.005443,-1.5250245
ACCT-01471,-1,Unassigned,7.50756,10.972185
ACCT-01472,0,At-Risk Accounts,6.1278396,19.49454
ACCT-01473,-1,Unassigned,10.195447,9.517897
ACCT-01474,-1,Unassigned,5.355559,6.910859
ACCT-01475,1,At-Risk Accounts,-4.5652366,3.2433558
ACCT-01476,-1,Unassigned,10.09133,9.965555
ACCT-01477,-1,Unassigned,12.132063,7.9744062
ACCT-01478,-1,Unassigned,6.255229,6.7933354
ACCT-01479,-1,Unassigned,9.747017,8.848057
ACCT-01480,1,At-Risk Accounts,-2.2969637,0.37377393
ACCT-01481,-1,Unassigned,5.0628157,13.279779
ACCT-01482,-1,Unassigned,7.8598185,6.710906
ACCT-01483,-1,Unassigned,6.8176374,10.373014
ACCT-01484,2,Low-Engagement,10.4369955,-2.9851425
ACCT-01485,-1,Unassigned,5.4888678,16.778423
ACCT-01486,-1,Unassigned,10.878802,7.090733
ACCT-01487,-1,Unassigned,10.653372,9.493436
ACCT-01488,2,Low-Engagement,12.014335,-4.3622313
ACCT-01489,-1,Unassigned,6.554242,6.85155
ACCT-01490,-1,Unassigned,8.497096,17.272404
ACCT-01491,2,Low-Engagement,15.383195,-6.621871
ACCT-01492,-1,Unassigned,8.209663,5.5013742
ACCT-01493,2,Low-Engagement,14.093152,-0.49533737
ACCT-01494,-1,Unassigned,9.059223,9.771104
ACCT-01495,-1,Unassigned,10.096219,6.25096
ACCT-01496,-1,Unassigned,8.038208,6.353613
ACCT-01497,2,Low-Engagement,15.877813,-5.7146187
ACCT-01498,-1,Unassigned,5.036404,8.617202
ACCT-01499,-1,Unassigned,11.728367,6.7616835
ACCT-01500,-1,Unassigned,11.5843935,7.1473894
ACCT-01501,2,Low-Engagement,13.306644,-6.110633
ACCT-01502,-1,Unassigned,5.530726,8.046507
ACCT-01503,-1,Unassigned,9.364907,9.736491
ACCT-01504,-1,Unassigned,6.7169886,4.518542
ACCT-01505,-1,Unassigned,7.975633,8.696554
ACCT-01506,-1,Unassigned,12.210182,7.118873
ACCT-01507,-1,Unassigned,6.990655,7.544915
ACCT-01508,0,At-Risk Accounts,5.995321,21.89332
ACCT-01509,2,Low-Engagement,12.360627,-4.7650213
ACCT-01510,-1,Unassigned,7.313312,11.715007
ACCT-01511,-1,Unassigned,7.407451,11.028292
ACCT-01512,-1,Unassigned,9.138872,7.2581267
ACCT-01513,-1,Unassigned,7.0575294,5.123319
ACCT-01514,-1,Unassigned,8.611953,4.601511
ACCT-01515,1,At-Risk Accounts,-3.4379458,2.5226812
ACCT-01516,-1,Unassigned,7.528817,11.389748
ACCT-01517,-1,Unassigned,10.715628,7.6504383
ACCT-01518,0,At-Risk Accounts,6.4579325,18.706163
ACCT-01519,0,At-Risk Accounts,4.035964,17.917027
ACCT-01520,-1,Unassigned,6.662918,6.8993006
ACCT-01521,-1,Unassigned,6.0942407,5.157374
ACCT-01522,2,Low-Engagement,13.183141,-4.216234
ACCT-01523,-1,Unassigned,7.945456,5.273061
ACCT-01524,2,Low-Engagement,16.687986,-4.9398947
ACCT-01525,-1,Unassigned,7.4710402,11.392902
ACCT-01526,-1,Unassigned,6.169255,8.139394
ACCT-01527,-1,Unassigned,6.2705255,5.3838787
ACCT-01528,0,At-Risk Accounts,6.0467863,18.681232
ACCT-01529,-1,Unassigned,5.8927507,6.741568
ACCT-01530,-1,Unassigned,10.005521,9.592912
ACCT-01531,-1,Unassigned,6.303108,10.3048
ACCT-01532,1,At-Risk Accounts,-5.4405313,-1.604578
ACCT-01533,2,Low-Engagement,15.334323,-3.8109765
ACCT-01534,-1,Unassigned,8.088934,16.634686
ACCT-01535,-1,Unassigned,5.5003276,7.243452
ACCT-01536,-1,Unassigned,12.367651,7.7652173
ACCT-01537,-1,Unassigned,7.6869135,5.111823
ACCT-01538,2,Low-Engagement,13.562922,-6.793695
ACCT-01539,1,At-Risk Accounts,-2.446882,1.6842493
ACCT-01540,2,Low-Engagement,13.507851,-4.189927
ACCT-01541,-1,Unassigned,7.1766014,11.33861
ACCT-01542,1,At-Risk Accounts,-3.641363,1.9483249
ACCT-01543,0,At-Risk Accounts,5.737752,18.84881
ACCT-01544,1,At-Risk Accounts,-1.8348687,1.4326748
ACCT-01545,1,At-Risk Accounts,-5.067223,-2.157838
ACCT-01546,0,At-Risk Accounts,5.9767547,18.65665
ACCT-01547,-1,Unassigned,11.2750635,8.247332
ACCT-01548,-1,Unassigned,6.442137,5.491571
ACCT-01549,1,At-Risk Accounts,-3.0702484,2.8467276
ACCT-01550,0,At-Risk Accounts,3.8725755,18.645481
ACCT-01551,1,At-Risk Accounts,-6.0028553,3.0525386
ACCT-01552,1,At-Risk Accounts,-2.381849,2.5867057
ACCT-01553,-1,Unassigned,5.3824058,7.5115767
ACCT-01554,0,At-Risk Accounts,7.4474196,20.912853
ACCT-01555,2,Low-Engagement,16.600897,-4.280904
ACCT-01556,-1,Unassigned,12.3712845,8.300446
ACCT-01557,-1,Unassigned,11.824176,9.124362
ACCT-01558,-1,Unassigned,10.157581,7.529408
ACCT-01559,-1,Unassigned,7.5138974,5.16424
ACCT-01560,-1,Unassigned,8.640748,8.098051
ACCT-01561,-1,Unassigned,9.509365,7.6880803
ACCT-01562,-1,Unassigned,11.805532,7.654201
ACCT-01563,-1,Unassigned,10.018939,7.2018256
ACCT-01564,-1,Unassigned,7.024088,6.2664437
ACCT-01565,1,At-Risk Accounts,-4.998439,-2.1643612
ACCT-01566,-1,Unassigned,6.660594,10.578713
ACCT-01567,-1,Unassigned,4.332573,13.062452
ACCT-01568,-1,Unassigned,10.095231,8.992864
ACCT-01569,1,At-Risk Accounts,-1.32419,-1.6905717
ACCT-01570,1,At-Risk Accounts,-3.6363583,1.885322
ACCT-01571,1,At-Risk Accounts,-2.8273103,1.089083
ACCT-01572,-1,Unassigned,5.3699813,5.42633
ACCT-01573,2,Low-Engagement,15.067387,-0.64480877
ACCT-01574,-1,Unassigned,6.8091955,10.701175
ACCT-01575,0,At-Risk Accounts,5.5457883,21.809841
ACCT-01576,2,Low-Engagement,9.979959,-4.668883
ACCT-01577,-1,Unassigned,8.014078,6.3672085
ACCT-01578,2,Low-Engagement,14.8522215,-7.26941
ACCT-01579,2,Low-Engagement,10.051773,-3.8873599
ACCT-01580,-1,Unassigned,7.4627843,7.398006
ACCT-01581,1,At-Risk Accounts,-4.070985,0.17529772
ACCT-01582,1,At-Risk Accounts,-3.7629364,1.5808456
ACCT-01583,-1,Unassigned,5.737214,5.0480547
ACCT-01584,-1,Unassigned,7.5112877,5.7224393
ACCT-01585,2,Low-Engagement,14.681715,-1.4851712
ACCT-01586,-1,Unassigned,7.884792,8.504561
ACCT-01587,-1,Unassigned,11.715723,9.232121
ACCT-01588,-1,Unassigned,10.5189705,9.458606
ACCT-01589,-1,Unassigned,8.155182,11.528137
ACCT-01590,0,At-Risk Accounts,4.159152,21.087822
ACCT-01591,-1,Unassigned,4.471381,12.879656
ACCT-01592,2,Low-Engagement,10.317694,-5.5183315
ACCT-01593,-1,Unassigned,5.487827,5.4006906
ACCT-01594,-1,Unassigned,7.447579,5.2994566
ACCT-01595,-1,Unassigned,10.218017,7.592996
ACCT-01596,0,At-Risk Accounts,3.6655474,18.911585
ACCT-01597,-1,Unassigned,5.601669,9.914437
ACCT-01598,-1,Unassigned,8.576103,5.924643
ACCT-01599,1,At-Risk Accounts,-1.7900375,0.59003377
ACCT-01600,2,Low-Engagement,15.961956,-1.8705918
ACCT-01601,0,At-Risk Accounts,7.194031,18.839039
ACCT-01602,-1,Unassigned,7.328326,5.5354414
ACCT-01603,2,Low-Engagement,15.410846,-6.714622
ACCT-01604,0,At-Risk Accounts,7.64212,20.688639
ACCT-01605,1,At-Risk Accounts,-0.7999698,-0.5615575
ACCT-01606,-1,Unassigned,9.588334,7.359033
ACCT-01607,1,At-Risk Accounts,-1.2614777,-1.6824318
ACCT-01608,-1,Unassigned,6.822272,6.7869253
ACCT-01609,1,At-Risk Accounts,-3.0262752,3.0385106
ACCT-01610,1,At-Risk Accounts,-5.086969,-0.023412336
ACCT-01611,-1,Unassigned,10.592055,7.587166
ACCT-01612,-1,Unassigned,11.925642,7.434414
ACCT-01613,1,At-Risk Accounts,-5.9105945,-0.042628393
ACCT-01614,2,Low-Engagement,13.567499,-1.1820586
ACCT-01615,-1,Unassigned,6.469066,11.377003
ACCT-01616,-1,Unassigned,8.459926,17.370281
ACCT-01617,-1,Unassigned,5.744729,6.7867594
ACCT-01618,-1,Unassigned,7.7608423,7.1361217
ACCT-01619,-1,Unassigned,4.7217097,13.273649
ACCT-01620,0,At-Risk Accounts,6.78609,20.020832
ACCT-01621,-1,Unassigned,7.895475,7.9185987
ACCT-01622,-1,Unassigned,8.182142,6.1558485
ACCT-01623,0,At-Risk Accounts,6.8667474,18.797396
ACCT-01624,-1,Unassigned,5.7866983,7.534927
ACCT-01625,-1,Unassigned,10.786402,7.8508253
ACCT-01626,1,At-Risk Accounts,-3.331341,3.1372638
ACCT-01627,0,At-Risk Accounts,4.3227415,19.066498
ACCT-01628,-1,Unassigned,5.1738386,10.314422
ACCT-01629,-1,Unassigned,8.889581,7.6347485
ACCT-01630,-1,Unassigned,9.496259,7.736355
ACCT-01631,-1,Unassigned,8.6345825,7.5931273
ACCT-01632,2,Low-Engagement,13.524521,-6.401707
ACCT-01633,-1,Unassigned,9.119737,7.6328096
ACCT-01634,2,Low-Engagement,10.248602,-5.3173714
ACCT-01635,-1,Unassigned,10.100202,8.515407
ACCT-01636,-1,Unassigned,7.5227647,8.425561
ACCT-01637,2,Low-Engagement,15.416809,-1.7990137
ACCT-01638,0,At-Risk Accounts,7.2148156,18.87496
ACCT-01639,-1,Unassigned,9.8871155,6.598708
ACCT-01640,-1,Unassigned,11.699961,7.196883
ACCT-01641,-1,Unassigned,7.457277,12.050117
ACCT-01642,1,At-Risk Accounts,-2.3739696,-1.8182701
ACCT-01643,-1,Unassigned,7.7780166,11.100283
ACCT-01644,-1,Unassigned,8.447618,9.57528
ACCT-01645,1,At-Risk Accounts,-2.1116335,-0.47740245
ACCT-01646,1,At-Risk Accounts,-1.909767,0.7770837
ACCT-01647,2,Low-Engagement,10.194072,-3.4063487
ACCT-01648,-1,Unassigned,7.6994042,5.004592
ACCT-01649,2,Low-Engagement,13.907233,-3.3219419
ACCT-01650,-1,Unassigned,9.9385805,8.3742
ACCT-01651,-1,Unassigned,6.5543046,7.75396
ACCT-01652,-1,Unassigned,9.338228,8.591899
ACCT-01653,0,At-Risk Accounts,7.178111,21.282879
ACCT-01654,-1,Unassigned,9.377797,4.8772097
ACCT-01655,-1,Unassigned,9.944332,9.426942
ACCT-01656,0,At-Risk Accounts,5.3131275,21.71897
ACCT-01657,-1,Unassigned,10.204063,6.6282496
ACCT-01658,1,At-Risk Accounts,-0.77129084,-0.95047164
ACCT-01659,-1,Unassigned,3.5946014,12.024839
ACCT-01660,0,At-Risk Accounts,6.156665,19.230164
ACCT-01661,-1,Unassigned,8.677543,5.3539777
ACCT-01662,2,Low-Engagement,15.408809,-6.127837
ACCT-01663,-1,Unassigned,5.3477693,11.129839
ACCT-01664,-1,Unassigned,7.854747,5.886931
ACCT-01665,-1,Unassigned,7.319512,5.6984406
ACCT-01666,-1,Unassigned,12.263484,7.967202
ACCT-01667,-1,Unassigned,6.303307,10.712598
ACCT-01668,-1,Unassigned,9.3398,10.74984
ACCT-01669,-1,Unassigned,6.8584247,5.5577507
ACCT-01670,-1,Unassigned,7.381718,6.7289214
ACCT-01671,-1,Unassigned,7.6965137,5.7662377
ACCT-01672,2,Low-Engagement,15.64335,-1.4768916
ACCT-01673,-1,Unassigned,8.051484,10.605584
ACCT-01674,2,Low-Engagement,11.372822,-7.1014457
ACCT-01675,2,Low-Engagement,11.325751,-7.13553
ACCT-01676,-1,Unassigned,10.208926,7.675367
ACCT-01677,1,At-Risk Accounts,-4.8082685,3.3827095
ACCT-01678,-1,Unassigned,12.298618,8.180026
ACCT-01679,-1,Unassigned,10.175708,9.549183
ACCT-01680,2,Low-Engagement,16.647097,-4.028362
ACCT-01681,-1,Unassigned,11.817937,8.86799
ACCT-01682,-1,Unassigned,11.99571,7.4550242
ACCT-01683,-1,Unassigned,9.410013,8.270039
ACCT-01684,-1,Unassigned,7.770223,10.489281
ACCT-01685,-1,Unassigned,8.069545,10.858173
ACCT-01686,1,At-Risk Accounts,-5.3584905,-0.6927682
ACCT-01687,-1,Unassigned,9.287412,9.583792
ACCT-01688,1,At-Risk Accounts,-3.6679196,2.7350125
ACCT-01689,-1,Unassigned,7.633861,7.3054495
ACCT-01690,2,Low-Engagement,15.060873,-0.6170606
ACCT-01691,2,Low-Engagement,16.685453,-4.962485
ACCT-01692,0,At-Risk Accounts,7.0630574,19.188951
ACCT-01693,2,Low-Engagement,15.061939,-7.262004
ACCT-01694,-1,Unassigned,9.11124,5.949566
ACCT-01695,1,At-Risk Accounts,-3.8329356,-1.563525
ACCT-01696,-1,Unassigned,5.246564,11.187227
ACCT-01697,2,Low-Engagement,12.16094,-5.905855
ACCT-01698,2,Low-Engagement,10.03008,-3.8293808
ACCT-01699,2,Low-Engagement,11.862628,-6.9982214
ACCT-01700,-1,Unassigned,10.030553,8.104941
ACCT-01701,2,Low-Engagement,13.852587,-2.059656
ACCT-01702,1,At-Risk Accounts,-5.7917194,3.4148228
ACCT-01703,2,Low-Engagement,10.239694,-3.2716103
ACCT-01704,1,At-Risk Accounts,-2.3683143,-0.250672
ACCT-01705,2,Low-Engagement,15.521303,-5.6991124
ACCT-01706,0,At-Risk Accounts,4.2702756,18.540926
ACCT-01707,1,At-Risk Accounts,-3.2082582,4.496509
ACCT-01708,-1,Unassigned,9.709698,7.882969
ACCT-01709,1,At-Risk Accounts,-6.142054,2.2122803
ACCT-01710,-1,Unassigned,11.73366,7.7009196
ACCT-01711,-1,Unassigned,4.9508767,8.895501
ACCT-01712,-1,Unassigned,8.001733,4.797501
ACCT-01713,-1,Unassigned,10.471688,6.313152
ACCT-01714,-1,Unassigned,3.4039667,7.9082413
ACCT-01715,-1,Unassigned,12.189111,7.958396
ACCT-01716,-1,Unassigned,7.1204557,6.1611514
ACCT-01717,-1,Unassigned,8.542628,5.3443794
ACCT-01718,-1,Unassigned,7.8757577,4.320009
ACCT-01719,-1,Unassigned,11.2445965,8.142834
ACCT-01720,-1,Unassigned,8.834709,17.93495
ACCT-01721,-1,Unassigned,6.6663046,10.643104
ACCT-01722,2,Low-Engagement,11.418324,-7.1207433
ACCT-01723,-1,Unassigned,9.999898,9.152239
ACCT-01724,-1,Unassigned,9.910273,9.4016075
ACCT-01725,-1,Unassigned,9.228579,11.011136
ACCT-01726,-1,Unassigned,6.3729873,5.169565
ACCT-01727,2,Low-Engagement,14.195739,-0.4661784
ACCT-01728,-1,Unassigned,3.5348341,11.993889
ACCT-01729,-1,Unassigned,5.819096,7.0811343
ACCT-01730,2,Low-Engagement,13.30601,-1.3025373
ACCT-01731,-1,Unassigned,4.4854727,13.135819
ACCT-01732,2,Low-Engagement,10.423893,-2.8180025
ACCT-01733,-1,Unassigned,5.8027253,4.5215435
ACCT-01734,-1,Unassigned,7.146174,5.153685
ACCT-01735,-1,Unassigned,9.156613,7.4225254
ACCT-01736,-1,Unassigned,9.356703,7.1811876
ACCT-01737,0,At-Risk Accounts,5.724871,19.749767
ACCT-01738,-1,Unassigned,6.4848523,8.352642
ACCT-01739,2,Low-Engagement,13.431663,-5.6407375
ACCT-01740,0,At-Risk Accounts,6.994616,18.728775
ACCT-01741,-1,Unassigned,7.5132256,11.698444
ACCT-01742,-1,Unassigned,7.3481975,16.26728
ACCT-01743,2,Low-Engagement,12.522422,-2.4170785
ACCT-01744,2,Low-Engagement,14.914018,-4.1095777
ACCT-01745,-1,Unassigned,12.31892,7.361369
ACCT-01746,2,Low-Engagement,15.244675,-1.5696043
ACCT-01747,1,At-Risk Accounts,-4.1651306,0.0855378
ACCT-01748,-1,Unassigned,5.81184,6.4751143
ACCT-01749,1,At-Risk Accounts,-3.266453,4.607621
ACCT-01750,2,Low-Engagement,11.436063,-4.7207513
