account_id,tier,region,industry,is_churned,annual_contract_value,onboarding_date,tenure_days,tier_rank,booking_count_30d,total_spend_30d,avg_booking_amount_30d,booking_count_90d,total_spend_90d,avg_booking_amount_90d,booking_count_180d,total_spend_180d,avg_booking_amount_180d,days_since_last_booking,total_booking_count,total_spend,booking_volume_trend,spend_trend,spend_acceleration,cancellation_rate_30d,cancellation_rate_90d,num_active_products,product_diversity_score,active_contract_value,contract_renewal_count,has_neo,has_egencia_analytics_studio,has_meetings_and_events,has_travel_consulting,total_ticket_count,avg_resolution_hours,ticket_rate_per_month,p1_p2_escalation_ratio,ticket_count_90d,ticket_trend_ratio,avg_severe_resolution_hours,ticket_category_concentration,out_of_policy_rate_30d,out_of_policy_rate_90d,oop_trend,destination_diversity,avg_lead_time_days,clv_12m,feature_timestamp
ACCT-00900,Silver,EMEA,Technology,False,51916.31,2024-10-21,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-14 20:17:53.742139
ACCT-00901,Silver,North America,Technology,False,72433.73,2021-12-11,386,2,4.0,838.09,209.5225,18.0,3737.12,207.61777777777777,38.0,9707.73,255.46657894736842,4.0,82.0,25860.78,0.14835164835164838,-88.146978021978,-125.96605263157898,0.2,0.25,1.0,-7.213475800929758e-11,9180.2,0,0.0,0.0,0.0,1.0,33.0,55.67848484848485,2.8137815126050425,0.15151515151515152,9.0,1.066180862501493,4.970000000000001,0.3939393939393939,0.0,0.08333333333333333,-0.08333333333333333,6.0,33.84848484848485,32272.58,2026-04-14 20:17:53.742139
ACCT-00902,Platinum,EMEA,Technology,True,378559.25,2021-12-23,374,4,28.0,21792.920000000002,778.3185714285715,68.0,48220.67,709.1274999999999,139.0,118195.75,850.3291366906475,1.0,280.0,233429.64,0.6263736263736263,601.900164835165,30.03531316123565,0.15151515151515152,0.29896907216494845,1.0,-7.213475800929758e-11,51278.57,0,1.0,0.0,0.0,0.0,47.0,57.53148936170213,3.974111111111111,0.19148936170212766,11.0,0.9226381860374088,6.858888888888888,0.3829787234042553,0.2727272727272727,0.25773195876288657,0.014995313964386137,6.0,31.301980198019802,177800.32,2026-04-14 20:17:53.742139
ACCT-00903,Silver,APAC,Retail,False,90062.14,2020-08-24,860,2,6.0,1241.03,206.83833333333334,11.0,3395.57,308.6881818181818,21.0,6747.52,321.3104761904762,3.0,98.0,32368.02,-0.011304347826086962,6.298313043478262,-42.495041050903126,0.0,0.08333333333333333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,42.739999999999995,0.43798561151079135,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,30.776785714285715,12903.92,2026-04-14 20:17:53.742139
ACCT-00904,Bronze,LATAM,Pharmaceuticals,False,12607.04,2022-09-23,100,1,3.0,532.08,177.36,12.0,1971.18,164.26500000000001,13.0,2426.12,186.62461538461537,6.0,13.0,2426.12,0.6,47.93000000000001,0.0,0.4,0.3333333333333333,1.0,-7.213475800929758e-11,1550.25,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.05555555555555555,0.14444444444444446,5.0,33.8,15358.59,2026-04-14 20:17:53.742139
ACCT-00905,Bronze,APAC,Education,True,26062.3,2021-03-14,658,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,71.0,13420.77,-0.03186274509803923,-11.612965686274508,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14.0,47.81285714285714,0.9470222222222223,0.07142857142857142,0.0,0.0,7.15,0.42857142857142855,0.0,0.0,0.0,6.0,29.510416666666668,0.0,2026-04-14 20:17:53.742139
ACCT-00906,Silver,North America,Logistics & Transportation,False,95935.25,2024-02-05,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-14 20:17:53.742139
ACCT-00907,Gold,EMEA,Healthcare,False,288970.04,2022-09-03,120,3,26.0,11900.42,457.70846153846156,57.0,25546.41,448.1826315789474,78.0,39402.67,505.1624358974359,2.0,78.0,39402.67,2.6,-808.5269999999998,0.0,0.1875,0.18571428571428572,1.0,-7.213475800929758e-11,68811.56,0,0.0,0.0,0.0,1.0,6.0,80.35333333333334,1.9852173913043478,0.16666666666666666,4.0,0.6716308950211709,3.66,0.5,0.03125,0.22857142857142856,-0.19732142857142856,6.0,27.98913043478261,222099.37,2026-04-14 20:17:53.742139
ACCT-00908,Silver,APAC,Real Estate,False,96334.55,2021-02-09,691,2,1.0,129.34,129.34,4.0,622.47,155.6175,8.0,2914.99,364.37375,17.0,24.0,8272.64,-0.01578947368421052,-2.255416666666671,37.407749999999965,0.0,0.0,1.0,-7.213475800929758e-11,12720.74,0,1.0,0.0,0.0,0.0,2.0,64.495,0.23415384615384616,0.0,1.0,1.4235654840122645,0.0,0.5,0.0,0.5,-0.5,5.0,32.32142857142857,18649.85,2026-04-14 20:17:53.742139
ACCT-00909,Silver,EMEA,Logistics & Transportation,False,114110.59,2024-07-31,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-14 20:17:53.742139
ACCT-00910,Bronze,EMEA,Media & Entertainment,True,20457.49,2024-01-29,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-14 20:17:53.742139
ACCT-00911,Bronze,EMEA,Pharmaceuticals,False,27956.43,2021-07-03,547,1,2.0,48.42,24.21,5.0,391.88,78.376,14.0,2374.12,169.57999999999998,2.0,47.0,8558.98,-0.017543859649122796,0.7853663570691439,-53.76529411764707,0.0,0.16666666666666666,1.0,-7.213475800929758e-11,3422.92,0,0.0,0.0,1.0,0.0,1.0,34.01,1.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.16666666666666666,-0.16666666666666666,6.0,32.295081967213115,11349.88,2026-04-14 20:17:53.742139
ACCT-00912,Bronze,EMEA,Healthcare,False,8280.8,2020-08-08,876,1,0.0,0.0,0.0,1.0,291.58,291.58,1.0,291.58,291.58,79.0,6.0,1284.32,0.0,21.871999999999996,78.94999999999999,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.571428571428573,0.0,2026-04-14 20:17:53.742139
ACCT-00913,Bronze,North America,Healthcare,False,24145.09,2021-04-28,613,1,0.0,0.0,0.0,4.0,462.63,115.6575,6.0,753.3100000000001,125.55166666666668,50.0,25.0,5323.6900000000005,0.07142857142857144,2.2961978021977987,-142.88833333333332,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37.0,59.70135135135135,1.982887323943662,0.16216216216216217,8.0,1.3448402410294658,4.5249999999999995,0.5675675675675675,0.0,0.0,0.0,6.0,34.714285714285715,0.0,2026-04-14 20:17:53.742139
ACCT-00914,Bronze,North America,Technology,False,27900.63,2021-11-19,408,1,1.0,530.2,530.2,5.0,961.0500000000001,192.21,13.0,2495.8900000000003,191.99153846153848,12.0,27.0,4547.66,-0.052447552447552434,9.964475524475525,45.436538461538476,0.0,0.0,1.0,-7.213475800929758e-11,4857.15,0,0.0,0.0,1.0,0.0,15.0,56.833999999999996,1.5425675675675676,0.13333333333333333,1.0,0.2160899401372463,6.265,0.3333333333333333,1.0,0.2,0.8,6.0,26.24137931034483,6992.61,2026-04-14 20:17:53.742139
ACCT-00915,Bronze,APAC,Media & Entertainment,False,28579.24,2022-01-12,354,1,3.0,568.94,189.64666666666668,4.0,824.12,206.03,10.0,2102.15,210.215,2.0,18.0,3873.33,0.2,46.43321428571429,-11.182499999999976,0.0,0.0,1.0,-7.213475800929758e-11,2337.95,0,0.0,0.0,1.0,0.0,23.0,45.47869565217391,2.01183908045977,0.17391304347826086,8.0,1.3254870593612522,14.6625,0.34782608695652173,0.0,0.0,0.0,5.0,28.05,3593.03,2026-04-14 20:17:53.742139
ACCT-00916,Platinum,LATAM,Energy,False,263888.42,2024-02-10,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-14 20:17:53.742139
ACCT-00917,Gold,APAC,Healthcare,True,176590.05,2024-11-02,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-14 20:17:53.742139
ACCT-00918,Silver,North America,Healthcare,False,73981.75,2023-09-26,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12001.04,2026-04-14 20:17:53.742139
ACCT-00919,Silver,North America,Technology,False,69702.2,2024-03-23,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-14 20:17:53.742139
ACCT-00920,Gold,North America,Media & Entertainment,False,243500.35,2020-08-17,867,3,14.0,7905.13,564.6521428571428,43.0,22059.43,513.01,77.0,47277.41,613.9923376623377,4.0,270.0,164460.43,0.1608695652173913,128.34584782608695,2.0386890136891225,0.17647058823529413,0.06521739130434782,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19.0,40.21263157894737,0.8043949930458971,0.15789473684210525,2.0,0.8287802291536989,4.976666666666667,0.2631578947368421,0.058823529411764705,0.10869565217391304,-0.049872122762148335,6.0,29.103125,85720.98,2026-04-14 20:17:53.742139
ACCT-00921,Bronze,APAC,Government,True,23373.79,2020-10-01,822,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,30.0,7749.59,0.05454545454545454,95.96636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.0,48.76464285714286,2.6552024922118385,0.21428571428571427,0.0,0.0,7.898333333333333,0.39285714285714285,0.0,0.0,0.0,6.0,32.43478260869565,0.0,2026-04-14 20:17:53.742139
ACCT-00922,Bronze,EMEA,Media & Entertainment,False,25744.95,2024-07-16,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-14 20:17:53.742139
ACCT-00923,Silver,LATAM,Financial Services,False,68249.13,2023-01-26,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44573.54,2026-04-14 20:17:53.742139
ACCT-00924,Gold,North America,Technology,False,263889.47,2021-03-07,665,3,12.0,7355.960000000001,612.9966666666668,25.0,14374.27,574.9708,58.0,35394.66,610.2527586206897,2.0,192.0,119565.42,0.12761151891586675,93.82508187464711,-63.316653144016186,0.14285714285714285,0.13793103448275862,1.0,-7.213475800929758e-11,21018.45,0,0.0,0.0,0.0,1.0,11.0,35.32454545454545,0.5958007117437722,0.18181818181818182,2.0,1.1189423804404093,4.0600000000000005,0.45454545454545453,0.14285714285714285,0.20689655172413793,-0.06403940886699508,6.0,29.594827586206897,99697.09,2026-04-14 20:17:53.742139
ACCT-00925,Silver,EMEA,Financial Services,False,107341.62,2023-12-17,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.81,2026-04-14 20:17:53.742139
ACCT-00926,Gold,APAC,Education,False,181499.5,2020-11-16,776,3,15.0,6432.84,428.856,42.0,20494.92,487.97428571428566,83.0,47289.72,569.7556626506024,1.0,324.0,184487.4,0.06086956521739131,2.4796260869565327,-3.743200985761291,0.21052631578947367,0.16,2.0,0.49999999985573046,59391.68,0,0.0,0.0,1.0,1.0,33.0,50.167272727272724,1.4108426966292136,0.030303030303030304,4.0,0.9450616546542958,1.79,0.30303030303030304,0.10526315789473684,0.12,-0.01473684210526316,6.0,30.325641025641026,163967.79,2026-04-14 20:17:53.742139
ACCT-00927,Bronze,North America,Education,False,46379.42,2023-11-03,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821.67,2026-04-14 20:17:53.742139
ACCT-00928,Silver,LATAM,Consulting,False,61604.53,2024-05-31,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-14 20:17:53.742139
ACCT-00929,Bronze,EMEA,Technology,False,32553.98,2022-06-12,203,1,3.0,912.01,304.00333333333333,10.0,2443.7,244.36999999999998,19.0,4299.3,226.27894736842106,5.0,19.0,4299.3,-0.02857142857142857,58.50114285714287,0.0,0.0,0.23076923076923078,2.0,0.49999999985573046,8339.48,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,-0.23076923076923078,5.0,26.32,11719.38,2026-04-14 20:17:53.742139
ACCT-00930,Silver,North America,Consulting,False,57175.98,2023-04-13,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26069.36,2026-04-14 20:17:53.742139
ACCT-00931,Silver,North America,Telecommunications,False,98552.58,2023-08-29,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14491.62,2026-04-14 20:17:53.742139
ACCT-00932,Silver,APAC,Healthcare,False,96680.1,2024-05-26,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-14 20:17:53.742139
ACCT-00933,Bronze,EMEA,Education,False,17411.96,2022-12-02,30,1,3.0,1011.6800000000001,337.2266666666667,3.0,1011.6800000000001,337.2266666666667,3.0,1011.6800000000001,337.2266666666667,1.0,3.0,1011.6800000000001,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,6.25,1.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,2.0,27.75,1668.95,2026-04-14 20:17:53.742139
ACCT-00934,Bronze,APAC,Energy,False,24020.48,2021-06-20,560,1,4.0,507.93,126.9825,8.0,1095.43,136.92875,13.0,2069.11,159.1623076923077,8.0,28.0,5583.02,0.07205882352941176,-7.386352941176468,-12.013942307692304,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,69.44857142857143,0.5774525745257453,0.0,0.0,0.0,0.0,0.5714285714285714,0.25,0.125,0.125,6.0,30.448275862068964,5487.76,2026-04-14 20:17:53.742139
ACCT-00935,Gold,APAC,Healthcare,False,312064.37,2021-01-03,728,3,15.0,7091.89,472.79266666666666,47.0,22878.18,486.76978723404255,86.0,48891.0,568.5,1.0,298.0,188146.13999999998,0.08826086956521739,20.064756521739156,-84.63819444444437,0.0625,0.04081632653061224,2.0,0.49999999985573046,98221.26000000001,0,0.0,1.0,1.0,0.0,16.0,49.3025,0.779264,0.25,4.0,1.7110162067455104,6.8225,0.5,0.3125,0.16326530612244897,0.14923469387755103,6.0,31.737003058103976,172453.46,2026-04-14 20:17:53.742139
ACCT-00936,Bronze,North America,Real Estate,False,18892.74,2021-10-11,447,1,2.0,358.64,179.32,6.0,1167.8,194.63333333333333,9.0,1957.2,217.46666666666667,6.0,23.0,4730.54,-0.002197802197802198,2.3131468531468555,-12.630333333333368,0.0,0.14285714285714285,1.0,-7.213475800929758e-11,3374.61,0,0.0,0.0,0.0,1.0,21.0,60.37095238095238,1.6142424242424243,0.09523809523809523,3.0,0.6194856391965459,9.435,0.42857142857142855,0.0,0.14285714285714285,-0.14285714285714285,6.0,30.548387096774192,7914.11,2026-04-14 20:17:53.742139
ACCT-00937,Gold,APAC,Pharmaceuticals,False,224111.96,2020-04-13,993,3,18.0,7407.86,411.54777777777775,41.0,18957.9,462.3878048780488,82.0,55961.56,682.4580487804877,1.0,303.0,190463.95,0.04695652173913043,162.0343608695652,9.184412416851387,0.0,0.08888888888888889,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19.0,58.61105263157894,0.9465793780687398,0.15789473684210525,2.0,0.7042902920902782,7.346666666666667,0.3157894736842105,0.2222222222222222,0.2222222222222222,0.0,6.0,30.819209039548024,84079.09,2026-04-14 20:17:53.742139
ACCT-00938,Bronze,LATAM,Government,False,27516.13,2023-06-30,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1628.08,2026-04-14 20:17:53.742139
ACCT-00939,Gold,North America,Financial Services,False,197463.02,2021-11-06,421,3,15.0,5910.7,394.0466666666667,41.0,18520.0,451.7073170731707,75.0,40061.87,534.1582666666667,1.0,179.0,105182.42,-0.017582417582417582,-124.62971428571431,-122.45095411255409,0.25,0.21153846153846154,1.0,-7.213475800929758e-11,42016.52,0,0.0,1.0,0.0,0.0,4.0,34.65,0.3478857142857143,0.0,1.0,0.9581690757774857,0.0,0.5,0.15,0.15384615384615385,-0.0038461538461538602,6.0,32.267857142857146,143508.95,2026-04-14 20:17:53.742139
ACCT-00940,Silver,APAC,Legal,False,38452.87,2023-07-23,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22845.56,2026-04-14 20:17:53.742139
ACCT-00941,Bronze,North America,Media & Entertainment,False,31214.69,2020-04-24,982,1,2.0,750.6999999999999,375.34999999999997,2.0,750.6999999999999,375.34999999999997,7.0,2335.1499999999996,333.5928571428571,20.0,28.0,8158.55,0.05263157894736842,30.92710784313725,50.755584415584394,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.0,46.00666666666667,1.6626890756302524,0.15384615384615385,5.0,1.0023922638902927,5.736666666666667,0.41025641025641024,0.0,0.0,0.0,6.0,30.314285714285713,1873.51,2026-04-14 20:17:53.742139
ACCT-00942,Gold,North America,Media & Entertainment,False,200696.98,2021-08-11,508,3,9.0,6523.73,724.8588888888888,30.0,16425.53,547.5176666666666,67.0,36271.22,541.3614925373134,3.0,207.0,111516.05,-0.0220588235294118,-41.01928921568624,-0.9789184215906062,0.35714285714285715,0.21052631578947367,1.0,-7.213475800929758e-11,31906.84,0,1.0,0.0,0.0,0.0,1.0,10.96,1.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.15789473684210525,-0.015037593984962405,6.0,29.719148936170214,112664.88,2026-04-14 20:17:53.742139
ACCT-00943,Silver,North America,Technology,False,106492.3,2021-12-22,375,2,7.0,1699.22,242.74571428571429,19.0,5648.05,297.2657894736842,32.0,10345.74,323.304375,5.0,73.0,21863.71,-0.20329670329670327,3.204395604395601,40.655624999999986,0.125,0.05,1.0,-7.213475800929758e-11,9387.12,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.1,0.024999999999999994,6.0,31.25,31448.86,2026-04-14 20:17:53.742139
ACCT-00944,Silver,APAC,Media & Entertainment,False,85562.19,2020-06-09,936,2,2.0,841.6600000000001,420.83000000000004,4.0,1170.27,292.5675,10.0,3585.23,358.523,19.0,59.0,22220.55,-0.012845849802371538,-15.330533596837947,24.46942857142858,0.3333333333333333,0.2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11.0,28.316363636363636,0.4709423347398031,0.2727272727272727,1.0,0.7078007406522517,5.333333333333333,0.45454545454545453,0.3333333333333333,0.4,-0.06666666666666671,6.0,26.50769230769231,9790.34,2026-04-14 20:17:53.742139
ACCT-00945,Gold,North America,Real Estate,False,203868.15,2024-02-22,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-14 20:17:53.742139
ACCT-00946,Bronze,North America,Education,False,27794.06,2022-12-27,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-14 20:17:53.742139
ACCT-00947,Bronze,EMEA,Manufacturing,False,17593.52,2024-03-21,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-14 20:17:53.742139
ACCT-00948,Bronze,North America,Logistics & Transportation,False,36685.8,2024-01-04,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-14 20:17:53.742139
ACCT-00949,Silver,APAC,Government,True,70990.06,2020-03-04,1033,2,0.0,0.0,0.0,5.0,1739.96,347.992,21.0,7088.73,337.5585714285714,72.0,107.0,38791.44,-0.07961603613777528,-8.440722755505364,-2.7160714285714675,0.0,0.16666666666666666,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27.0,62.87518518518519,1.2841875,0.0,1.0,0.2595674956603559,0.0,0.5185185185185185,0.0,0.5,0.0,6.0,29.660377358490567,0.0,2026-04-14 20:17:53.742139
ACCT-00950,Silver,LATAM,Technology,False,71298.52,2024-04-29,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-14 20:17:53.742139
ACCT-00951,Gold,North America,Financial Services,False,277537.78,2020-05-07,969,3,19.0,6460.6,340.0315789473684,37.0,15553.55,420.3662162162162,74.0,38471.52,519.8854054054053,2.0,276.0,161640.76,0.09608695652173913,-28.556486956521752,-79.37896959459465,0.09523809523809523,0.17777777777777778,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.0,43.56542857142857,1.526361031518625,0.14285714285714285,1.0,0.21838433139352978,6.340000000000001,0.42857142857142855,0.14285714285714285,0.1111111111111111,0.031746031746031744,6.0,30.441640378548897,70070.07,2026-04-14 20:17:53.742139
ACCT-00952,Gold,North America,Logistics & Transportation,False,214840.53,2024-05-09,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-14 20:17:53.742139
ACCT-00953,Gold,LATAM,Manufacturing,True,185813.0,2023-05-08,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94724.42,2026-04-14 20:17:53.742139
ACCT-00954,Bronze,North America,Financial Services,False,28103.65,2024-02-05,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-14 20:17:53.742139
